texts,+,-,?,communication,quality,price,safety,second_category
взял потребительский кредит совкомбанке который полном погашении долга соблюдении условий банка возвращаются проценты кредит оформлен мае сумму 350000 руб параллельно пользуюсь кредитной картой должен ежемесячно,0.3705994648022789,0.05876559739015122,0.5706349378075698,0.08357105202233713,0.7191403247544929,0.1836629119871691,0.013625711236000822,0.0
столкнулся проблемой страховки получении кредитки таки навязана услуга страховки попытке отключить банк ссылается пункт 42 участия программе страхования который гласит клиент лично должен посетить офис банка,0.05919557474466591,0.7894912842115197,0.15131314104381427,0.4979746473384073,0.4829983210511676,0.00855894940896763,0.010468082201457389,1.0
карта восток банка восточный последний стал частью совкомбанка карта стала халвой даны отличные акционные условия несколько месяцев пользования 10 остаток тратах 10 000 5 покупках также,0.23929988164657806,0.06886518146702879,0.6918349368863932,0.1613247071672914,0.750494056216829,0.080427396786615,0.007753839829264925,0.0
банком 2020 года менять собираюсь событий стране достаточно поэтому нужен банк который быстро подстраивается реальность быстрый ответ операторов чате телефону консультации прояснения проблем которые,0.2739495089989372,0.3791197417579716,0.3469307492430911,0.3838408559036507,0.604815445310232,0.007314841141229955,0.004028857644887382,0.0
14022022г счет моей матери 40817911 являюсь доверенным лицом данному счету гич альбине м сделан перевод размере 100 000 евро германии отправитель igor gch ibande66 1005 0000 ref nomber,0.034783648007296115,0.24599020180395714,0.7192261501887469,0.017810667907238793,0.015462643174473144,0.9662476491180471,0.0004790398002409945,0.0
здравствуйте вроде всё недавно похвалишь всё рук вон плохо таким сталкиваешься представляю некомпетентный человек работает дано составил обращение 107 cr9249799 суть обращения,0.07422235485168371,0.8527387396013266,0.07303890554698964,0.6632858391759531,0.33029540878809555,0.0035801958980694426,0.0028385561378821904,0.0
пытаюсь продлить страховой полис сайте списка одобренных страховых решил узнать аккредитован написал почту прошло 3 дней ответа написал чат знают позвонил оператор перевел другого понеслось,0.09794895452629485,0.633875864232433,0.26817518124127215,0.7362930386414012,0.2527174888055774,0.006801432656908813,0.004188039896112741,0.0
прошу проверить звонок 01072022 1758 самарское время номера 89 номер 88002000000 наказать сотрудника всей вашей строгости неадекватен 27062022 обращался офис банка адресу г тольятти ул гагарина 14,0.027764545577958273,0.8505380138041012,0.12169744061794043,0.3770287081404164,0.08940213994427879,0.0022802445013576657,0.5312889074139469,0.0
взял 31072022 взял автокредит диллерском центре джили городе иркутске оформлении кредитного договора сотрудник росбанка сообщил получить низкий кредитный процент нужно оформить дополнительную услугу партнера,0.05142477898642401,0.22348342088302647,0.7250918001305496,0.4284713845759071,0.48064351486913354,0.059541935904592364,0.0313431646503671,0.0
здравствуйте декабре 2021 года закрыл счета банке закрытии мастерсчёта операционист сказал отдельного заявления прекращение обработку персональных данных тк оно входит заявление закрытии мастерсчёта поэтому,0.037161883096395655,0.8096399927819581,0.15319812412164638,0.26208042205710924,0.6582605196618481,0.018517907405336383,0.061141150875706374,0.0
раньше моём городе банк золотое кольцо урала вошёл мкботтуда узнал получил кредит приложении обратился вчера отделение проспект большевиков несколькими вопросами очереди талону сразу,0.09145940510601162,0.30102236491445916,0.6075182299795291,0.3912904734379544,0.5950320592458154,0.00870112359928123,0.00497634371694878,0.0
25 марта 2022 отправила swift перевод близкому родственнику грузию30 марта 2022 пришло сообщение банка тинькофф просьбой уточнить реквизиты банка корреспондента31 марта 2022 предоставила тинькофф данные банка корреспондента4 мая 2022,0.07093974582633951,0.026762639024165105,0.9022976151494952,0.5201434822433494,0.417818230486045,0.017627405111567282,0.04441088215903828,0.0
часто забываем очевидные вещи хочу напомнить одну пользуясь банкоматом сбербанка внесения наличных осознавать операция пройти любой момент ваши деньги увидите длительное время,0.08059109005079654,0.8232152804874394,0.096193629461764,0.08211925210543163,0.8889098481205465,0.024832208556649662,0.004138691217372161,0.0
14 октября 2022 года срочно понадобилось перевезти крупную сумму банк обратилась несколько банков комиссия сбербанке перевод 3 обратилась людмиле бой срочным звонком личный сотовый телефон пригласила,0.16326475814994604,0.12531893417550347,0.7114163076745506,0.4250348174584457,0.546142586390435,0.016307944815212392,0.012514651335906886,0.0
проблемы которыми пришлось столкнуться часть которых оказалась решена неправильный расчёт процентов накопительному счётунеобоснованное списание средств смс информирование карте которого подключал поскольку полный отзыв,0.04694992727443092,0.8942505512560985,0.058799521469470525,0.33295164420873874,0.6518870041628211,0.011310202083724318,0.00385114954471594,0.0
сегодня полдня втб работает сбп звоню банк вопросом дело заработает сбп ответ втб здравствуйте м действительно данный моментвозможны ограничения проведении исходящего перевода системе быстрых платежей,0.08961557226067278,0.7776959931757563,0.13268843456357096,0.49737540449430706,0.4931958003911357,0.005078657823119784,0.0043501372914377156,1.0
добрый день проблема положил деньги банкомат взял завис обратились поддержку оставили заявку нам ответили смс ждите 040122 160122 наступила дата решения прислали смс продлено 250122 понимаю проблема,0.024477731819491602,0.8531061211415666,0.12241614703894174,0.6488830974341504,0.3429841161413116,0.00504854053531568,0.003084245889222269,0.0
оплатила жкх 8 ноября сбербанк онлайн попыталась распечатать бумажное подтверждение платежа предложенных приложении двух вариантов первый чек слишком мелкий буквы пропечатываются стал ещё мельче прошлом месяце,0.11937369726984683,0.49229928179083604,0.38832702093931704,0.2999389615557377,0.6646706371815808,0.026219417296021275,0.009170983966660403,0.0
хороший банк 4 5 5 никому поставил рф всё корректно нужно скрупулёзно изучить весь процесс желательно обязательно проверять слова операционистов офисе зачастую чудят горячая линия чат норм конструктивные,0.24588230254586932,0.6323448945128273,0.12177280294130342,0.44212488731195954,0.5406863662370504,0.007318768211429323,0.009869978239560985,0.0
01092021 года подал заявку оформление дебетовой карты сайте банка входящем звонке сотрудника банка выяснилось банка данных коде подразделения отдела милиции моего паспорта связи оформление карты стало,0.04059938415390286,0.1546299298681702,0.804770685977927,0.36700092299466414,0.5603853779791276,0.019627408451995565,0.05298629057421266,0.0
перевыпуска дебетовой карты попытался привязать её имеющимся платёжным системам частности paypal службе оплаты подписок microsoft пробовал несколько каждый приходил отказ основании банкэмитент,0.1321740308417049,0.5392400734251135,0.3285858957331815,0.14987358913988258,0.8075639338623861,0.03474963464570391,0.007812842352027614,0.0
хочу выразить своим отзывом благодарность сотруднику мтс бснка г чита кассиру лой наталье чуткое отношение своим клиентам 07102021 года 1130 обратился адресу г чита ул анохина 65 обмена валюты конкретно,0.4041742301885127,0.28299731343243967,0.31282845637904766,0.5642997250092198,0.42227358083224004,0.008215186233412686,0.0052115079251278265,0.0
приветствую хотел писать отзыв придется накипело реально ваш банк пробил дно настоящее днище которое среди банков мало вашу горячую линию тяжело дозвониться ожидание линии 910 минут,0.024355248131362195,0.9139388331732091,0.061705918695428824,0.8469433224643322,0.14576739662239122,0.005525194305327282,0.0017640866079492365,0.0
хотел написать заявление полицию факту хищения средств счета мтс банке просьбу предоставить платежку справку ушли мои деньги сотрудники техподдержки сообщили делать умеют будут предложили,0.0191138384392236,0.8605195536867842,0.12036660787399228,0.5640073945790356,0.40786115148234503,0.011530037258017435,0.016601416680601912,0.0
работники юротдела банка терроризируют долгое время телефонными звонками связи кредитом мою взятым кредитор взял неизвестную сумму указав телефон заёме никто уведомил данный момент протяжении месяца,0.015038693263889315,0.9505443567591074,0.03441694997700337,0.5704414434028741,0.09874451626994454,0.0021984962280917745,0.32861554409908966,0.0
стал премиальные клиентом бкс счету находится сумма евро бкс банк просто заблокировал месяц даёт перевести биржу продажи продать приложении поддержка отвечает технический сбой,0.08555914131097292,0.8126837067222007,0.10175715196682644,0.1870954213643618,0.7842063963639295,0.023567914590937093,0.005130267680771677,0.0
система поддержки пользователей нулевом уровне операторы способны грамотно составить заявку дальнейшем просто закрывается объяснения причин уведомления пользователя могут решить проблему неработающего сервиса,0.05604396543603851,0.8926152767688763,0.05134075779508539,0.41448984645290915,0.5796191378780385,0.0021572928742462105,0.003733722794806258,0.0
верный своей манере начну издалека очень дурная привычка пытаться решить проблему появится планируя поездку крым решил заблаговременно разобраться пополнить карту поэтому 25 июля связался,0.10193827652167646,0.7609153524360535,0.13714637104227004,0.5920190090159612,0.3956227090411111,0.008504560818460936,0.0038537211244667104,0.0
11102021 получил предложение открытии брокерского счета альфаинвестициях приложение альфабанк исходя предложения необходимо приобрести любые акции сумму 1000 рублей получить подарок виде двух,0.11946682558794226,0.20975911185728416,0.6707740625547737,0.7342894770417665,0.23456129863615408,0.024791926484666098,0.006357297837413171,0.0
давно пользуюсь совкомбанк нравятся продукты банка одна проблема понятное касаемо подписки карте халва 10 её подключил первый месяц бесплатным однако решил отключить подписку изза стоимости услуги 299,0.5320617659891695,0.32650898083634605,0.14142925317448432,0.11383240441587338,0.8144545370169587,0.065874903974036,0.005838154593131971,0.0
301221 вечером начал переносить данные свой новый смартфон установил вошёл приложение альфабанка новом телефоне попытке перевести деньги своей дебетной карты альфабанка карту другого банка получил блокировку,0.03940929143906362,0.740756761880062,0.21983394668087433,0.19041406191533788,0.7594411105855078,0.014867353038293875,0.03527747446086054,0.0
банк привлёк самыми удобными условиями накопительному счёту июле ставка сопоставима вкладам выплата конце срока отсутсвие капитализации большая длительность ещё увеличивают ставку активных пользователей карты,0.6934266074327833,0.12998367733024502,0.1765897152369715,0.09219253899216245,0.5020858121179795,0.40294139590497946,0.002780252984878671,0.0
добрый вечер являюсь зарплатным клиентом банка втб зарегистрировалась программе мультибонус начала копить мили захотела потратить узнала оказывается профиль неактивирован 25052022 приложение втб чат,0.0567380566741394,0.5825084699507426,0.3607534733751182,0.4963633374898861,0.46296230917283504,0.030046654544643215,0.010627698792635908,0.0
начале июня попытался оформить дебет приложении получил отказ объяснения причин попытался сделать сайт результат отказывали общение оператором понял когдато давно пытался заказать дебет,0.04082382535351029,0.8443194938651519,0.11485668078133773,0.47631889683668177,0.5065591384344783,0.012765991880772437,0.00435597284806747,0.0
решила переоткрыть свой вклад новых условиях ехать отделение закрытии вклада пришла смс заявление закрытие продукта приостановлено проверки согласно ст8 161фз звоню техподдержку трубку берут,0.021722748430804687,0.8032303666203344,0.17504688494886095,0.5120464304546885,0.47421447849434045,0.008948309861873512,0.004790781189097517,0.0
стал клиентом мкб десяток лет назад совершенно случайно банкомат магазине рядом домом долгопрудном переехал жить поначалу просто хранил деньги использовал карту случился крымнаш,0.1537020573777919,0.4099568947086804,0.43634104791352774,0.20985617365592507,0.6745072067163504,0.10271565763560553,0.01292096199211909,0.0
нужно получить справку банка подтверждением суммы банковском счете оригинальном виде назначили встречу определенное число день встречи позвонил курьер сообщил справка приехала город также сказал,0.12976336491344703,0.2661996072186513,0.6040370278679015,0.7010100983112686,0.25899251752894104,0.010120135928976945,0.029877248230813547,0.0
добрый день контакт центр сбербанка создали обращение номер 2209300776056300 личном кабинете сбербанк онлайн 15 года работает опция бки заказала кредитный отчет отчет выгружается пишет ошибка деньги списали ваш банк,0.04221945311150151,0.553332704680615,0.4044478422078835,0.4767137263614814,0.5101935174208325,0.007384785446342859,0.0057079707713432225,0.0
могу войти мобильный банк течение получаса нужно сделать срочную оплату попыток ответ чтото пошло пытался дозвониться телефону 88004444400 сообщают оператор ответит 15 минут это продолжается,0.013509647695440928,0.8991830598329363,0.08730729247162297,0.8077306408791809,0.18470180339871714,0.004450750566512535,0.003116805155589351,0.0
конце августа решила воспользоваться услугой домклик направить документы распоряжением материнским капиталом погашение части ипотеки напрямую банк электронно необходимые документы предоставила чат менеджеру проходит время,0.2949333680644356,0.12567196844184847,0.579394663493716,0.45805519074926854,0.5152908203545035,0.013805940416168476,0.012848048480059517,0.0
1608 получила инвойс швейцарского банка оплату выделили 10 дней тк определенные проблемы переводами границу сразу побежала искать банк который сможет это сделать первых трех банках развернули либо,0.22104616521935083,0.3958713098825027,0.3830825248981466,0.29518571546110667,0.6157609359243772,0.08011684988989119,0.008936498724624797,0.0
несколько лет отп ип физлицо это время никаких существенных проблем никаких комиссий сегодняшнего дня худшую сторону лично вообще затронули изменения тарифов текущее непростое время никаких сложностей,0.19175773176837366,0.608589054254935,0.19965321397669109,0.18663067734476022,0.7704162650331803,0.039753254974802206,0.003199802647257265,0.0
являюсь клиентом данного банка сначала открыл карту стал получать заработную плату очень понравился кеш азс часто работе бываю командировке личном авто оформил кредит наличными очень выгодной ставке недавно,0.6695880210456617,0.08138933729901772,0.2490226416553205,0.056944729989632376,0.6058591083601489,0.3345840527014779,0.0026121089487409184,0.0
третий год пользуюсь банком всё устраивает разногласия всё урегулировали оперативно быстро затрат приложение работает 5переводы поступления моментально оплата связь банком 247что позволяет удобное,0.611883746896842,0.23881893029350612,0.14929732280965186,0.1285545930307143,0.8430195327942623,0.02493318248668281,0.0034926916883407655,0.0
здравствуйтене получается самостоятельно зарегистрировать интернетбанк форму саморегистрации офф сайте банка моих родителей телефоны системе банка указывались оформлении вкладов регистрации пишет,0.05321857740451348,0.810954931387495,0.13582649120799167,0.4640138530065651,0.5076394809183191,0.0046321667591615765,0.023714499315954218,0.0
пишу отзыв оперативной работе технической поддержки возникли проблемы начислением кэшбэк оставила заявку чат банка создана заявка которая должна рассматриваться течении 10 дней совершён звонок горячей линии,0.04289284073087642,0.8035217050407641,0.1535854542283594,0.7645604878691864,0.2214639198781254,0.008842379185554227,0.005133213067134082,0.0
моему мнению чат банка работает решения проблемы клиента отстал предложению банка принял участие акции начните регулярно пополнять брокерский счет инвестируйте сниженной комиссией 004 вместо,0.3310674795429235,0.49419020200334807,0.17474231845372856,0.45604813765416796,0.5231698280980318,0.016412861274894743,0.004369172972905294,0.0
услугами банка пользуюсь 18 лет точно помню начале центральный офис находился районе метро октябрьское поле открыли дополнительное отделение ул народное ополчение хочу отметитьчто обоих,0.3595903736272658,0.2714225151662964,0.36898711120643773,0.32119551466300417,0.6609880215062265,0.013230526388783317,0.0045859374419856885,0.0
28 февраля заказаны денежные средства офисе 7701 румянцево долларах евро купленные года назад находящиеся брокерском счете доллары выдали евро якобы ждут вторую инкассацию перезвонят 01,0.03985790382103967,0.6099011466528222,0.3502409495261381,0.5619913487759141,0.41678507443072704,0.01266961799129694,0.008553958802062077,0.0
обратился отделение банка краснополянский пр 2 лобня россия тц поворот заявлением снятие 400 usd которые лежат простом счете довольно давно получен ответ должен заплатить 5 снятие вопрос каком,0.038184196748146625,0.37874298924028604,0.5830728140115675,0.5488237958369817,0.38670207177492383,0.036371142140315636,0.02810299024777898,0.0
отношение банка премиальным клиентам придумывание условий ходу воздуха которые соответствуют заявленной информации являюсь премиальным клиентом банка открытие достаточно давно сервис стороны банка стремительно катится,0.08695914396274627,0.8539844597895235,0.059056396247730146,0.28139215785837274,0.49554201598650444,0.009584952177236072,0.21348087397788665,0.0
изначально хочу поблагодарить администрацию юmoney быстро решили мою проблему номеру обращения недавно номер телефона попал руки злоумышленников поэтому пришлось экстренно менять номер телефона сделал,0.4908731128147651,0.27826240779225225,0.23086447939298263,0.6883778817551536,0.29686770112776706,0.004143635783531604,0.010610781333547781,0.0
здравствуйте являюсь должникомсчета арестованы сбера работаю предприятии получаю зарплату сбере данный период нахожусь больничном 010222г поступил перевод временной нетрудоспособностикоторый списан размере 100,0.02929023487684383,0.7305916417933156,0.24011812332984053,0.3400461413573507,0.6094431372657161,0.024359252177908394,0.026151469199024575,0.0
попросил техподов смог найти кнопку закрыть счет попросил закрыть закрыли думали просто загадка это произошло буквально прошу срочно вмешаться вопрос исправить утра спать,0.08941670164641627,0.7879973501773747,0.12258594817620905,0.3159177141338717,0.6750535295267367,0.005128257937497228,0.0039004984018941994,0.0
здравствуйте сегодня произошла очень неприятная ситуация кредитной карты 0 кредитным лимитом произошло списание комиссии обслуживание 149 рублей причём пришло пуш уведомление списали 10 копеек слова полной сумме карта,0.03230986210386507,0.8132701745178966,0.15441996337823832,0.47698633848893435,0.4658723059842563,0.015424779935604689,0.04171657559120441,0.0
думала буду писать негатив втб лет пользуюсь услугами довольна сегодня мобильный банк втбонлайн удалось продать металл счета омс который заводится,0.5771993033975515,0.22068637746341163,0.2021143191390369,0.37583347647320803,0.6007374176398388,0.01808958729957522,0.005339518587378187,0.0
21 марта 2022 волею судеб пришлось столкнуться банкоматом n 377190 банка который присвоил мои личные денежные средства выдав сдачи единожды обращался отделение около метро бр дм донского писал заявление возврат сих,0.06852740472131165,0.5376130005179964,0.39385959476069193,0.11457925724746654,0.34894447455046435,0.021201935589115914,0.5152743326129533,0.0
2709 приходил открыть текущий счёт оплаты страховки попал обслуживание сотруднице дко натальи получил максимально качественную оперативную подробную консультацию всем интересующим вопросам дополнительно наталья помогла,0.4590564405987404,0.2709113071318235,0.27003225226943606,0.6963460228098998,0.28915425659099864,0.008555222146080099,0.0059444984530216,0.0
добрый день ранее являлась зарплатным клиентом вашео банка январе 2022 года счета продукты вашего банка закрыты спустя 9 месяцев течении недели поступают коды карты которой самое,0.05388814399032493,0.8251466232125065,0.1209652327971685,0.3133288569974539,0.660652671764489,0.01177277801264934,0.014245693225407722,0.0
худший банк тех которыми пришлось взаимодействовать самого начала отношения сложились карту привез хамоватый курьерпредставитель единственный банк который 5 дней снизил процент вкладу 4 пп техподдержка никакая чат,0.078445859744158,0.8775359149030898,0.04401822535275234,0.5698943656371174,0.4223300802375474,0.004850189915786751,0.0029253642095484443,0.0
обновили сайт сделали ещё кривым половина нужной информации отсутствует история операций показывает половину операций остальные потеряны выяснять предлагают операторов callцентра официальному телефону,0.013294378368223971,0.9599076335886308,0.026797988043145198,0.5992648114851528,0.3940949564954586,0.0038409250023877374,0.0027993070170007376,0.0
цб рф генеральной прокуратуре иным органам которые курируют банковский сектор необходимо обратить особое внимание финансовую организацию ибо невозможно назвать это банком эта организация занимается подозрительными действиями которые,0.051863461554485304,0.8731566652372836,0.07497987320823107,0.43053444555901954,0.49598698229756943,0.009955087801475939,0.06352348434193533,0.0
решил сделать вклад связи оформил карту сайте банка несколько дней ждал карту получения следующий день смог зайти тн интернет банк альфаонлайн телефону сказали пользоваться завтра завтра,0.415607520029274,0.12069705094212234,0.46369542902860356,0.5176913319802703,0.3930549654860283,0.08134525827963851,0.007908444254062818,0.0
